dialog_id,start_time,end_time,filename,transcript,label
64s5r-Fu5E0,118.58,120.14,64s5r-Fu5E0_118.57755805_120.14050137,you're really disappointed and upset,empathetic
zA4jB0FBxQw,38.46,39.68,zA4jB0FBxQw_38.46292836_39.67686114,so i had my baby,neutral
yQ1IA117gKE,48.75,50.0,yQ1IA117gKE_48.74560005_49.99837245,Around Providence.,neutral
_V0WHjBgfw8,486.26,493.38,_V0WHjBgfw8_486.262_493.383,the two-part hbo documentary phoenix rising is march 15th and 16th on hbo and can be streamed on hbo max,neutral
eq3-F_738gA,69.68,71.53,eq3-F_738gA_69.67793727_71.53424946,Strong case could be made for 1984,neutral
zwH3cZy4hIc,325.64,332.95,zwH3cZy4hIc_325.645_332.952,one thing Dennis that may comfort you if you are confused is that you've met the other alters,empathetic
yQ1IA117gKE,103.26,106.32,yQ1IA117gKE_103.26315995_106.31804881,At that time I was working 30 to 40 I'm a medical assistant.,neutral
GQhw9teSyKc,34.99,43.15,GQhw9teSyKc_34.9925743_43.14796749,you're right I have missed a lot of work because of medical appointments apparently so much that I'm giving the impression that I'm not really getting work done around here,neutral
ZqJJzeo_t5Q,425.82,438.07,ZqJJzeo_t5Q_425.82480993_438.067,the words that come up for me that you're evoking in terms of being in jail castaway is initially jungle cave monastery,empathetic
0SEGAK-wRLs,100.14,100.46,0SEGAK-wRLs_100.13977273_100.45662047,right,empathetic
PDHUNKuC9dM,164.72,167.41,PDHUNKuC9dM_164.7209653_167.408,or on the flip side of the coin say you know what i just really need an event i,neutral
zA4jB0FBxQw,54.4,57.48,zA4jB0FBxQw_54.40411274_57.48366852,we'll do this thing i think somewhere inside,neutral
ZqJJzeo_t5Q,422.11,424.36,ZqJJzeo_t5Q_422.11102376_424.36180325,that's a bad spirit,empathetic
yQ1IA117gKE,295.3,301.8,yQ1IA117gKE_295.304_301.801,So he asked that I would use this to my discretion. I'm gonna use one of these to help you pay your fine.,empathetic
zwH3cZy4hIc,333.59,336.22,zwH3cZy4hIc_333.593_336.225,you're all in a room and chairs right,empathetic
Le13by2WM70,3.61,4.16,Le13by2WM70_3.61170586_4.15610185,"Hey, you!",neutral
GQhw9teSyKc,162.42,172.24,GQhw9teSyKc_162.41748195_172.235,And so our effectiveness and reputation is at risk if staffing is not consistent and I realize I am contributing to that,neutral
EmJWrU73A18,64.39,65.28,EmJWrU73A18_64.38978142_65.28101034,but for my eyes,neutral
PDHUNKuC9dM,22.36,24.7,PDHUNKuC9dM_22.35525031_24.70276972,but they're not listening with their eyes and with their heart,neutral
vt2NjqXKzyA,2382.17,2393.78,vt2NjqXKzyA_2382.168_2393.78204452,when i have a generalized feeling that i can't kind of do anything with um say say fear i have a feeling of fear,empathetic
0SEGAK-wRLs,231.45,234.44,0SEGAK-wRLs_231.449_234.436,are your kids starting to like show you a bit of your funny back to you?,neutral
GQhw9teSyKc,93.44,95.32,GQhw9teSyKc_93.43976715_95.32320166,Yeah well you know the...,neutral
vt2NjqXKzyA,2160.73,2164.12,vt2NjqXKzyA_2160.72957369_2164.12022113,yeah the word for me is recognition i think,empathetic
zA4jB0FBxQw,189.51,189.78,zA4jB0FBxQw_189.51164093_189.77998397,yep,neutral
ZqJJzeo_t5Q,1176.75,1178.47,ZqJJzeo_t5Q_1176.75301394_1178.46694235,these are angel cards,neutral
fLssIxqEDq0,105.87,110.58,fLssIxqEDq0_105.86783054_110.57831755,And governments need to look at this and face this if we're gonna fully build back,neutral
jsLUidiYm0w,70.97,71.73,jsLUidiYm0w_70.9685488_71.72614388,from nine to eleven,neutral
OP0H0j4pCOg,58.67,59.03,OP0H0j4pCOg_58.66952983_59.03392392,That's right,neutral
yQ1IA117gKE,525.23,530.28,yQ1IA117gKE_525.23129382_530.28257933,"Don't get nervous. Don't get nervous, don't get nervous. We'll put you at ease.",empathetic
4md_A059JRc,91.0,93.5,4md_A059JRc_90.998_93.496,make a decision that we will know,neutral
EmJWrU73A18,102.49,103.81,EmJWrU73A18_102.4939295_103.81101657,"I had the money, I had cars",neutral
vt2NjqXKzyA,1346.96,1352.66,vt2NjqXKzyA_1346.96432831_1352.658,it's it's you said earlier that you feel it you should know this it should be inside of you,empathetic
PDHUNKuC9dM,143.73,143.99,PDHUNKuC9dM_143.73483704_143.98603943,you know,neutral
zA4jB0FBxQw,185.77,186.2,zA4jB0FBxQw_185.76761669_186.20207684,yeah,neutral
vt2NjqXKzyA,906.77,908.63,vt2NjqXKzyA_906.76910301_908.626,and something must have changed,empathetic
4HrOmh_rTcU,116.77,118.54,4HrOmh_rTcU_116.767_118.539,It's like me and my grades.,empathetic
vt2NjqXKzyA,432.94,437.19,vt2NjqXKzyA_432.937_437.18571788,you're feeling anxious and and you're not an anxious person,empathetic
_V0WHjBgfw8,96.99,97.26,_V0WHjBgfw8_96.99317328_97.25538883,Wow,empathetic
zwH3cZy4hIc,35.51,36.99,zwH3cZy4hIc_35.50810736_36.99100291,it's okay Barry,empathetic
GQhw9teSyKc,113.08,116.02,GQhw9teSyKc_113.08154475_116.02094449,I feel bad to put you and the others in that position,empathetic
MKl8s0EO5T4,35.98,39.88,MKl8s0EO5T4_35.97540874_39.87636666,I'm sorry Hunter l can't allow you to leave. l believe you still have some issues to work out,neutral
vt2NjqXKzyA,500.06,506.46,vt2NjqXKzyA_500.065_506.461,and it feels as if you've kind of don't know yourself in this film you're not this kind of a person ordinarily,empathetic
vt2NjqXKzyA,283.07,289.75,vt2NjqXKzyA_283.07115068_289.74851714,and and i think that just helps us um establish our relationship more quickly,empathetic
0SEGAK-wRLs,193.34,193.95,0SEGAK-wRLs_193.33909809_193.95201814,yes,empathetic
Le13by2WM70,128.04,130.16,Le13by2WM70_128.04195444_130.16297295,Just uhh loosen up okay buddy?,neutral
jsLUidiYm0w,69.05,70.73,jsLUidiYm0w_69.04999196_70.72708283,to the radio at a reasonable volume,neutral
fLssIxqEDq0,88.72,93.42,fLssIxqEDq0_88.71725861_93.4205266,Really supplies the world with contraceptives many middle and low income countries,neutral
4HrOmh_rTcU,43.78,46.57,4HrOmh_rTcU_43.782_46.5666301,how you apologize for some like that,neutral
zA4jB0FBxQw,59.03,65.05,zA4jB0FBxQw_59.02983553_65.04838645,something happens to a man when a woman has that much control,neutral
zA4jB0FBxQw,8.85,9.96,zA4jB0FBxQw_8.84727743_9.95898429,yeah it can clash,neutral
vt2NjqXKzyA,2373.26,2380.92,vt2NjqXKzyA_2373.25898827_2380.919,i think what i was getting at was um we have this and this is my process now phil um,empathetic
EmJWrU73A18,33.27,35.17,EmJWrU73A18_33.27122913_35.16570554,selling some food drinks to some people andN,neutral
OP0H0j4pCOg,114.26,114.74,OP0H0j4pCOg_114.25562914_114.73856107,I'll take it,neutral
yQ1IA117gKE,683.35,683.87,yQ1IA117gKE_683.34607838_683.86862516,Okay.,empathetic
jsLUidiYm0w,48.45,48.92,jsLUidiYm0w_48.44880919_48.92296054,it's right,neutral
eq3-F_738gA,35.26,37.14,eq3-F_738gA_35.26130629_37.14396357,"So, permission to speak candidly, sir",neutral
tYUXK2Rb-PY,0.5,1.07,tYUXK2Rb-PY_0.498_1.0741181,Enjoy your flight,neutral
sAquwhl304I,23.7,24.21,sAquwhl304I_23.701_24.207,I'm weird,empathetic
yQ1IA117gKE,66.41,67.26,yQ1IA117gKE_66.412_67.256,you have,neutral
jsLUidiYm0w,61.78,62.12,jsLUidiYm0w_61.7789878_62.11704015,milton,neutral
EmJWrU73A18,31.42,32.64,EmJWrU73A18_31.42412992_32.63902734,I I find that hard to believe,neutral
Itp21tly8nM,219.9,224.06,Itp21tly8nM_219.90252832_224.05583359,everyone feels differently about certain situations and that's okay,empathetic
e4aHb_GTRVo,341.36,353.1,e4aHb_GTRVo_341.356_353.101,and so when we change it invites change into the relationship we now create new patterns of communication new ways of relating and healthy ways but for some people giving empathy is not the hardest part it's something that we,empathetic
yQ1IA117gKE,55.44,58.15,yQ1IA117gKE_55.44491771_58.15424036,"13, nine, eight, four.",neutral
PDHUNKuC9dM,115.99,118.66,PDHUNKuC9dM_115.98918458_118.6649268,that can give you a better understanding of where they're coming from,neutral
Le13by2WM70,70.39,70.69,Le13by2WM70_70.39142522_70.68557467,Nemo,neutral
ZqJJzeo_t5Q,536.05,537.56,ZqJJzeo_t5Q_536.05310381_537.561,and he was in the household,empathetic
EmJWrU73A18,76.52,78.92,EmJWrU73A18_76.51880074_78.9202895,Because at that that point in time I was a single parent,neutral
yQ1IA117gKE,647.25,649.55,yQ1IA117gKE_647.249_649.5483918,20's fine. Can you afford 20?,empathetic
vt2NjqXKzyA,2408.21,2410.07,vt2NjqXKzyA_2408.21119822_2410.07244283,i'm afraid of water,empathetic
e4aHb_GTRVo,931.86,944.59,e4aHb_GTRVo_931.863_944.587,that's the transformational stuff and when we do that then people will not only learn to give not only learn to receive but they'll learn how to contribute to a culture where everybody is aware of each other's needs and emotions,empathetic
0SEGAK-wRLs,386.83,387.74,0SEGAK-wRLs_386.8275289_387.73609367,radio city music hall,neutral
OP0H0j4pCOg,109.02,111.09,OP0H0j4pCOg_109.02209535_111.09194535,Ohh yeah you're trying to,neutral
0SEGAK-wRLs,262.81,263.16,0SEGAK-wRLs_262.81401563_263.15927024,wow,empathetic
EmJWrU73A18,59.37,59.79,EmJWrU73A18_59.3749143_59.79199188,Yeah,empathetic
ZqJJzeo_t5Q,571.08,573.79,ZqJJzeo_t5Q_571.075_573.792,so you're really progressing and evolving,empathetic
yQ1IA117gKE,493.51,494.44,yQ1IA117gKE_493.50621597_494.44412044,I was.,neutral
OP0H0j4pCOg,18.46,21.47,OP0H0j4pCOg_18.46092367_21.46712884,From the makers of five hour energy comes the brand new formula,neutral
OP0H0j4pCOg,1.0,3.29,OP0H0j4pCOg_0.99509287_3.28682438,All these protests and civil unrest,neutral
jsLUidiYm0w,26.56,26.91,jsLUidiYm0w_26.55916096_26.907,yeah,neutral
_V0WHjBgfw8,0.0,2.26,_V0WHjBgfw8_0.0_2.25682043,evan rachel wood welcome to the daily show,empathetic
Itp21tly8nM,268.51,270.68,Itp21tly8nM_268.50596485_270.68354881,like and comment below to let us know,neutral
vt2NjqXKzyA,301.66,306.91,vt2NjqXKzyA_301.66397342_306.90542595,um have you got anything you want to say to me,empathetic
vt2NjqXKzyA,1842.14,1848.44,vt2NjqXKzyA_1842.13948829_1848.44185632,it feels like and and you you miss that part of you i hear,empathetic
vt2NjqXKzyA,3123.27,3136.57,vt2NjqXKzyA_3123.27260341_3136.56957782,um we are who we are in relation to a specific client whilst remaining the same in terms of being ourselves in terms of what we offer to our clients,neutral
-kfUE41-JFw,40.97,43.39,-kfUE41-JFw_40.96846139_43.38769129,"For those moments, we need a corrective. ",empathetic
0SEGAK-wRLs,437.29,442.71,0SEGAK-wRLs_437.29_442.707,yeah and now I feel like im overstepping boundaries like uh hasan am i trying to be his dad or am i trying to be like you know,neutral
Itp21tly8nM,266.25,268.1,Itp21tly8nM_266.25265378_268.09766786,if you did make sure to subscribe,neutral
vt2NjqXKzyA,3025.82,3034.61,vt2NjqXKzyA_3025.81853489_3034.606,and that to some extent the client can feel and that the counselor can feel and communicate um empathy with the client,neutral
EmJWrU73A18,135.43,136.87,EmJWrU73A18_135.42812264_136.87252813,And I had thought...it gone,neutral
PDHUNKuC9dM,163.9,164.39,PDHUNKuC9dM_163.89559074_164.38730324,mhm,empathetic
Itp21tly8nM,96.64,104.08,Itp21tly8nM_96.635_104.08394235,since you took the time to try to understand what Susie might be feeling now you can better respond to her and connect with her in a way that is helpful,neutral
Le13by2WM70,0.52,3.53,Le13by2WM70_0.51655124_3.52829034,Oh don't cry I like you,empathetic
FDFdroN7d0w,68.65,70.16,FDFdroN7d0w_68.64571239_70.15575376,And I used to defend you,neutral
EmJWrU73A18,133.1,135.29,EmJWrU73A18_133.09900749_135.29415262,Yes...you know what I'm saying and I have I,neutral
vt2NjqXKzyA,2406.03,2408.21,vt2NjqXKzyA_2406.03097896_2408.21119822,so for me fear is water,empathetic
4HrOmh_rTcU,12.77,14.18,4HrOmh_rTcU_12.766_14.184,was Larry's father,empathetic
jsLUidiYm0w,66.2,66.63,jsLUidiYm0w_66.2020109_66.63019074,a little bit,neutral
u9h-ysSUDqc,11.78,12.9,u9h-ysSUDqc_11.78473911_12.90426312,hey what are you doing,neutral
yQ1IA117gKE,286.47,292.89,yQ1IA117gKE_286.4736834_292.891,"As I sit far away in Midland, Texas, my heart breaks for those before you who just need a little break",empathetic
e4aHb_GTRVo,438.5,444.46,e4aHb_GTRVo_438.505_444.462,and then it's hard almost it's almost impossible to have intimate relationships emotionally intimate relationships,empathetic
fLssIxqEDq0,100.3,105.46,fLssIxqEDq0_100.3005661_105.46250762,And that has actually created a crisis for women in places in Africa and South East Asia,neutral
vt2NjqXKzyA,851.72,855.91,vt2NjqXKzyA_851.723_855.91316086,and you can't you can't connect with them,empathetic
yQ1IA117gKE,195.65,198.89,yQ1IA117gKE_195.647465_198.88993475,"If you're tired and you got a bunch of money and you wanna pay the tickets, good, be tired.",neutral
vt2NjqXKzyA,1939.18,1939.72,vt2NjqXKzyA_1939.17716466_1939.71577412,yeah,empathetic
vt2NjqXKzyA,1696.1,1701.48,vt2NjqXKzyA_1696.09738198_1701.48298785,and i think it's because it's a part of you,empathetic
vt2NjqXKzyA,3320.84,3332.68,vt2NjqXKzyA_3320.83844627_3332.67838602,um but but my um i i was just concerned to be to be open and to be as real as i could,neutral
OP0H0j4pCOg,50.22,52.17,OP0H0j4pCOg_50.21560408_52.17281579,Well do you want to do that now?,neutral
vt2NjqXKzyA,2970.87,2987.48,vt2NjqXKzyA_2970.8712502_2987.48188894,and um rogers spoke quite um extensively on the condition on the conditions that need to exist in the counseling relationship for that growth and that development to take place,neutral
jsLUidiYm0w,104.36,105.87,jsLUidiYm0w_104.35737154_105.86916787,uh bill talked to me about it,neutral
e4aHb_GTRVo,414.44,419.42,e4aHb_GTRVo_414.442_419.42,everybody's condemned including us and then we start feeling like we're not good enough,empathetic
yQ1IA117gKE,592.53,593.49,yQ1IA117gKE_592.52924627_593.49394801,So that helps you.,neutral
ZFsUdoOaqlw,25.46,27.53,ZFsUdoOaqlw_25.456_27.532,and then go back to those same fields thats what you do,empathetic
ZqJJzeo_t5Q,612.23,612.92,ZqJJzeo_t5Q_612.233_612.925,and you are,empathetic
dGIGG6QLjLg,162.9,163.92,dGIGG6QLjLg_162.89841589_163.91696323,what easy way?,neutral
EmJWrU73A18,100.54,101.65,EmJWrU73A18_100.53615704_101.65129077,That was enough for me,neutral
OP0H0j4pCOg,106.22,107.0,OP0H0j4pCOg_106.21734045_107.00256184,Now get out of my house,neutral
yQ1IA117gKE,231.31,232.6,yQ1IA117gKE_231.31429745_232.596,Here's the deal.,neutral
vt2NjqXKzyA,1009.3,1010.65,vt2NjqXKzyA_1009.302_1010.652,and the other part,empathetic
vt2NjqXKzyA,785.34,792.71,vt2NjqXKzyA_785.34452787_792.712,you should be in your control and and you're really not feeling in control or on top of things,empathetic
EmJWrU73A18,17.65,22.83,EmJWrU73A18_17.6466228_22.82902227,There was a time I read where you were actually thinking in this past seven years because you,neutral
vt2NjqXKzyA,2182.82,2191.84,vt2NjqXKzyA_2182.82457165_2191.83817626,and um giving it form,empathetic
vt2NjqXKzyA,1281.42,1284.44,vt2NjqXKzyA_1281.41673019_1284.44170186,what's what's happened to make it this way,empathetic
PDHUNKuC9dM,179.33,179.5,PDHUNKuC9dM_179.33377112_179.50060215,uh-oh,neutral
e4aHb_GTRVo,303.07,313.09,e4aHb_GTRVo_303.067_313.091,so empathy doesnt make assumptions empathy forges communication that is inquisitive that is non-judgmental that is validating and compassionate,empathetic
ZqJJzeo_t5Q,566.1,568.39,ZqJJzeo_t5Q_566.097_568.392,and now your next two children you were there,empathetic
vt2NjqXKzyA,2157.68,2159.83,vt2NjqXKzyA_2157.67607433_2159.83189127,yeah and,empathetic
zA4jB0FBxQw,15.63,16.73,zA4jB0FBxQw_15.63252274_16.72750567,after the bodyguard,neutral
Le13by2WM70,79.02,79.67,Le13by2WM70_79.0224457_79.67220866,Wait right here,neutral
vt2NjqXKzyA,1289.27,1292.24,vt2NjqXKzyA_1289.26705935_1292.245,kind of eluding me as i speak this part,empathetic
yQ1IA117gKE,308.16,313.25,yQ1IA117gKE_308.163_313.2538054,"So we're gonna remove the boot compliments of Mr. Steven Baraquan, okay?",empathetic
ZqJJzeo_t5Q,726.14,732.57,ZqJJzeo_t5Q_726.13938884_732.5667753,how do you know when ego is speaking and spirit is speaking I think you have to make that differentiation,empathetic
vt2NjqXKzyA,3136.57,3150.33,vt2NjqXKzyA_3136.56957782_3150.33360927,but but i guess a textbook approach would prescribe that that that immediate way of relating to a client,neutral
-kfUE41-JFw,234.83,237.3,-kfUE41-JFw_234.83180937_237.29843125,It's just how a crisis feels.,empathetic
_bqhVqTuFO4,242.19,242.9,_bqhVqTuFO4_242.19471487_242.89755671,That's what you want?,neutral
0SEGAK-wRLs,276.01,276.46,0SEGAK-wRLs_276.00574113_276.46002352,yeah,empathetic
vt2NjqXKzyA,718.72,722.68,vt2NjqXKzyA_718.72190823_722.68,taking you somewhere where you can't control and don't like to be,empathetic
yQ1IA117gKE,456.63,462.67,yQ1IA117gKE_456.63204981_462.67,"Let's look at the red light, it's... Let's take a look. This is on North Main and Branch Avenue.",neutral
Le13by2WM70,53.81,54.25,Le13by2WM70_53.81013101_54.24916003,Thank you,neutral
PDHUNKuC9dM,164.48,164.69,PDHUNKuC9dM_164.48388963_164.68584298,mhm,neutral
jsLUidiYm0w,63.9,64.25,jsLUidiYm0w_63.89710853_64.24833175,uh,neutral
4HrOmh_rTcU,64.28,65.69,4HrOmh_rTcU_64.27773958_65.686,my god I fucking,neutral
e4aHb_GTRVo,64.79,66.4,e4aHb_GTRVo_64.792_66.395,I bought five more cups,empathetic
-kfUE41-JFw,146.89,151.14,-kfUE41-JFw_146.888_151.14170871,"From the media, you'd think everyone was rich and famous and successful. ",empathetic
Itp21tly8nM,260.36,262.06,Itp21tly8nM_260.356_262.0555363,that's all we have for you today,neutral
-kfUE41-JFw,201.26,203.63,-kfUE41-JFw_201.26_203.6305118,You are not only your achievements.,empathetic
GQhw9teSyKc,83.81,92.24,GQhw9teSyKc_83.81029293_92.23555203,And you know you just you add more stress to me and the other employees this audit is extremely important and like you said our reputation is on the line this is extremely important for you to be here,neutral
GQhw9teSyKc,45.16,50.11,GQhw9teSyKc_45.15768219_50.11116866,And but most importantly if I'm not here it is increasing your burden,neutral
Le13by2WM70,19.91,20.99,Le13by2WM70_19.91176494_20.98738605,Just like in rehearsals gentlemen,neutral
vt2NjqXKzyA,3337.95,3341.06,vt2NjqXKzyA_3337.951_3341.056,as as i could in this setting,neutral
dGIGG6QLjLg,90.61,93.13,dGIGG6QLjLg_90.608769_93.13490562,I guess not I think I must've misread all of those signals,neutral
VQ440xOiyho,90.11,91.06,VQ440xOiyho_90.10609565_91.06126444,Evelyn I'm uh,neutral
OP0H0j4pCOg,76.67,77.31,OP0H0j4pCOg_76.67213064_77.30872272,Wow,neutral
yQ1IA117gKE,538.61,539.46,yQ1IA117gKE_538.6053529_539.46154195,Brayson.,neutral
jsLUidiYm0w,102.14,102.48,jsLUidiYm0w_102.14077319_102.48321583,yeah,neutral
yQ1IA117gKE,140.83,144.82,yQ1IA117gKE_140.83360544_144.82207163,"Here's the issue. First of all, trust me, I understand that you have four kids. ",empathetic
QyNOie2qzdk,29.27,32.56,QyNOie2qzdk_29.27476333_32.56,"You got a lot to hate yourself for, but needing help ain't one of them",empathetic
PDHUNKuC9dM,123.79,126.18,PDHUNKuC9dM_123.79326783_126.18158572,wife perhaps anybody comes to you with a problem,neutral
zA4jB0FBxQw,94.57,95.56,zA4jB0FBxQw_94.5676533_95.564356,he supported me,neutral
-kfUE41-JFw,10.72,18.15,-kfUE41-JFw_10.724_18.14938409,"To survive in this high pressured, crazy world most of us have to become highly adept at self-criticism. ",empathetic
VQ440xOiyho,62.05,63.07,VQ440xOiyho_62.05105639_63.07399402,I really don't think it would work,neutral
yQ1IA117gKE,35.84,38.66,yQ1IA117gKE_35.83613521_38.65654795,I don't really have contact with my kids' father like that to know.,neutral
Itp21tly8nM,53.67,58.33,Itp21tly8nM_53.66912871_58.33221037,empathy is important because it helps you know how to best respond to other people,neutral
te381B03tA4,48.17,50.56,te381B03tA4_48.17_50.55666812,"whatever it is Brooks, it could save you",empathetic
PDHUNKuC9dM,57.88,62.08,PDHUNKuC9dM_57.87821292_62.07604932,it's all about one-on-one being in the present enjoying that time with them,empathetic
vt2NjqXKzyA,2084.13,2088.88,vt2NjqXKzyA_2084.12712311_2088.88,kind of not aware of it in this kind of with these words maybe,empathetic
zwH3cZy4hIc,310.27,313.83,zwH3cZy4hIc_310.272_313.833,that's okay do you still have strong beliefs,empathetic
-kfUE41-JFw,203.63,207.25,-kfUE41-JFw_203.6305118_207.24541594,Status and material success are one bit of you.,empathetic
jsLUidiYm0w,46.6,47.1,jsLUidiYm0w_46.5975675_47.09806059,bye bye peter,neutral
vt2NjqXKzyA,1020.02,1023.75,vt2NjqXKzyA_1020.018_1023.747,that that doesn't know what to do in this situation,empathetic
vt2NjqXKzyA,2815.69,2820.83,vt2NjqXKzyA_2815.687_2820.834,um i'm just wondering how how this session's been for you,empathetic
yQ1IA117gKE,46.69,47.67,yQ1IA117gKE_46.69439017_47.67249055,Where is he now?,neutral
ZqJJzeo_t5Q,978.75,979.36,ZqJJzeo_t5Q_978.74846966_979.35912631,like what,empathetic
4HrOmh_rTcU,57.69,59.12,4HrOmh_rTcU_57.687_59.121,it's all because I'm my own man,empathetic
yQ1IA117gKE,546.54,550.43,yQ1IA117gKE_546.54298128_550.42858552,"Yeah. I'm sorry, I'm sorry, I'm so sorry.",empathetic
0SEGAK-wRLs,385.0,386.08,0SEGAK-wRLs_384.995_386.08250579,before i let you go though,neutral
64s5r-Fu5E0,110.01,110.92,64s5r-Fu5E0_110.01481924_110.91921903,you did work hard,empathetic
dGIGG6QLjLg,140.25,142.02,dGIGG6QLjLg_140.25165384_142.02369985,you and me every day,neutral
zA4jB0FBxQw,24.05,28.56,zA4jB0FBxQw_24.05344038_28.56415902,that's record that album lasted me it went for a long week,neutral
OP0H0j4pCOg,63.0,65.01,OP0H0j4pCOg_63.00354625_65.0055186,You're not scared are you?,neutral
vt2NjqXKzyA,1619.2,1627.47,vt2NjqXKzyA_1619.19604314_1627.47191996,when you said you felt sad i felt sad also and i felt sad for the other part,empathetic
vt2NjqXKzyA,1236.07,1236.67,vt2NjqXKzyA_1236.07243265_1236.67256125,yeah,empathetic
0SEGAK-wRLs,4.78,5.32,0SEGAK-wRLs_4.784_5.32224509,why is it upsetting?,empathetic
ZqJJzeo_t5Q,766.95,767.78,ZqJJzeo_t5Q_766.95493464_767.78155522,uh huh,empathetic
vt2NjqXKzyA,179.07,193.41,vt2NjqXKzyA_179.06768281_193.413,um and the other the other reason where i may need to break confidentiality is if you tell me something that that indicates you're a danger to yourself you're at risk of harming yourself or at risk of harming someone else,empathetic
jsLUidiYm0w,80.24,81.52,jsLUidiYm0w_80.24366961_81.52124407,if if sandra is going to,neutral
vt2NjqXKzyA,31.37,33.12,vt2NjqXKzyA_31.36595218_33.117,you found your way here okay,empathetic
ZqJJzeo_t5Q,1054.57,1059.37,ZqJJzeo_t5Q_1054.57130587_1059.371,so what word is coming through you right now in terms of what you're feeling and being here right now,empathetic
dGIGG6QLjLg,43.8,44.56,dGIGG6QLjLg_43.79552405_44.55943456,we're back there?,neutral
vt2NjqXKzyA,3314.93,3320.84,vt2NjqXKzyA_3314.933_3320.83844627,and i can't remember but i'm sure i did some of that,neutral
4md_A059JRc,86.88,88.37,4md_A059JRc_86.881_88.366,loving our neighbor as ourselves,neutral
PDHUNKuC9dM,129.11,132.91,PDHUNKuC9dM_129.11339443_132.91438749,fixing it so you might be inclined to give advice say here's what i would do,empathetic
Itp21tly8nM,246.71,255.53,Itp21tly8nM_246.70983401_255.5285034,instead of staying out of it you can use empathy to imagine how he might be feeling then you can do something about it and help stand up to the bullies,neutral
dGIGG6QLjLg,82.19,82.88,dGIGG6QLjLg_82.19168784_82.87657312,what are you ta-,neutral
6sNn7g99JEI,48.86,51.28,6sNn7g99JEI_48.862_51.275,I mean my family expects a lot from me,neutral
OP0H0j4pCOg,84.45,86.45,OP0H0j4pCOg_84.44620196_86.4478884,I voted for Biden what more do you want?,neutral
vt2NjqXKzyA,3116.2,3118.51,vt2NjqXKzyA_3116.19603924_3118.508,and and i really believe that,neutral
yQ1IA117gKE,351.28,352.46,yQ1IA117gKE_351.2808513_352.4599312,"Okay, that's more realistic.",neutral
GQhw9teSyKc,15.36,16.01,GQhw9teSyKc_15.35957728_16.01373053,Hey Jason,neutral
vt2NjqXKzyA,2911.23,2913.73,vt2NjqXKzyA_2911.233_2913.72568632,same time is that okay for you,empathetic
yQ1IA117gKE,276.71,277.38,yQ1IA117gKE_276.708_277.37677452,six,neutral
te381B03tA4,14.39,15.59,te381B03tA4_14.386_15.59017433,you're an ange,empathetic
k_OxtAg4-u8,545.22,546.95,k_OxtAg4-u8_545.21730159_546.95496382,yeah yeah,empathetic
vt2NjqXKzyA,2933.89,2940.27,vt2NjqXKzyA_2933.88866024_2940.2691754,so my first question is whether you can tell me a little bit about your personal approach to counselling and psychotherapy,neutral
Le13by2WM70,59.75,60.37,Le13by2WM70_59.74681526_60.37487374,What's the matter?,neutral
vt2NjqXKzyA,257.82,259.96,vt2NjqXKzyA_257.81718311_259.9632721,does that seem okay,empathetic
PDHUNKuC9dM,62.52,64.86,PDHUNKuC9dM_62.51507835_64.86431499,and and you know that just shows respect,empathetic
vt2NjqXKzyA,855.91,861.23,vt2NjqXKzyA_855.91316086_861.22823163,you can't just find them,empathetic
ZFsUdoOaqlw,34.5,37.84,ZFsUdoOaqlw_34.501_37.842,you take on even more pain these kids cant do what you do they cant even imagine it,empathetic
Itp21tly8nM,36.92,43.42,Itp21tly8nM_36.92447813_43.41936508,some people say empathy is like putting yourself in their shoes and trying your best to imagine what they might be going through,empathetic
yQ1IA117gKE,236.32,236.81,yQ1IA117gKE_236.32283125_236.80518212,laughter,neutral
PDHUNKuC9dM,52.17,57.51,PDHUNKuC9dM_52.17235838_57.51381883,that's it it's it's putting away your your screen right putting away your devices your phone,empathetic
vt2NjqXKzyA,3217.18,3223.39,vt2NjqXKzyA_3217.18178399_3223.3897841,um i got a bit lost in it myself and maybe the client got lost too,neutral
zA4jB0FBxQw,161.88,162.35,zA4jB0FBxQw_161.87657809_162.34947846,yeah,neutral
e4aHb_GTRVo,420.52,437.34,e4aHb_GTRVo_420.517_437.341,and that leads us to a we can start to perform perfect in public hoping people won't recognize that we have all these imperfections and and weaknesses or we just start to withdraw when we do that then we it's really hard to create authentic relationships but or we could just start to withdraw altogether emotionally and we put up these walls,empathetic
dGIGG6QLjLg,97.13,98.12,dGIGG6QLjLg_97.13259575_98.11602077,you're bored,neutral
Itp21tly8nM,271.2,280.49,Itp21tly8nM_271.19721277_280.49333267,be sure to also check out our other videos and visit our website at www.milemarks.com for more helpful social emotional content,neutral
GQhw9teSyKc,144.19,149.72,GQhw9teSyKc_144.18598923_149.72223652,If I'm not here it is increasing your burden and everybody else's  burden,neutral
u9h-ysSUDqc,26.48,28.23,u9h-ysSUDqc_26.47563874_28.23371048,you know like a wheel?,neutral
GQhw9teSyKc,124.31,127.38,GQhw9teSyKc_124.30586037_127.38352686,Mmkay well I'm glad you know we're able to talk about this so,neutral
EmJWrU73A18,70.89,71.5,EmJWrU73A18_70.88622301_71.50086364,mhm,empathetic
-kfUE41-JFw,51.27,54.81,-kfUE41-JFw_51.27176401_54.80841144,We're suspicious because that sounds horribly close to self-pity,empathetic
